auth_user_id,tipo_usuario,nombre,apellido,fecha_nacimiento,direccion,telefono,especialidad,consultorio
38,doctor,Etelvina,Terrón,1961-06-18,"Via de Maximiliano Galindo 21 Puerta 6 , Cádiz, 31124",+34 980453257,Neurología,Consultorio 10
39,paciente,Yago,Benavente,1981-04-21,"Ronda Lorena Bermudez 328 Piso 7 , Zamora, 30726",+34878 410 624,,
40,doctor,Domingo,Carretero,2000-02-10,"Glorieta Ana Sofía Hoyos 273 Piso 5 , La Coruña, 07927",+34 983104194,Oftalmología,Consultorio 8
41,doctor,Augusto,Bárcena,1998-04-10,"Pasadizo Nico Vallejo 76 Piso 8 , Granada, 05970",+34 948355064,Urología,Consultorio 3
42,paciente,Dionisia,Riquelme,1969-12-31,"Glorieta Maxi Villena 54, Vizcaya, 51930",+34823 71 59 68,,
43,administrativo,Román,Hernandez,1954-09-15,"C. de Abigaíl Moll 17 Puerta 0 , Valencia, 40509",+34946 59 65 29,,
44,administrativo,Delia,Iborra,1945-11-10,"Rambla Yago Ramis 372, Baleares, 44843",+34883 650 122,,
45,administrativo,Verónica,Pareja,1960-12-14,"Urbanización de Candelaria Hoz 99 Apt. 64 , La Rioja, 12027",+34874 197 846,,
46,paciente,José Ángel,Rodríguez,1991-02-26,"Vial Gil Coello 139 Apt. 46 , Granada, 04882",+34868 282 903,,
47,paciente,Eli,Pujadas,1968-08-07,"Calle de Andrés Vives 71, Madrid, 18995",+34986 759 171,,
48,administrativo,Efraín,Vélez,1964-08-10,"Pasaje de Berta Arias 56 Piso 1 , Ciudad, 20999",+34881 449 596,,
49,paciente,Marisa,Guillén,1946-05-23,"Callejón de Gaspar Bernat 5 Piso 6 , Barcelona, 45310",+34 925975572,,
50,administrativo,Eloísa,Pagès,1963-10-06,"Urbanización Lucila Abascal 47 Apt. 06 , Barcelona, 23196",+34 845727608,,
51,doctor,Darío,Guijarro,1957-12-08,"C. Chelo Barbero 34 Puerta 0 , Lleida, 25853",+34 842 18 37 22,Ginecología,Consultorio 1
52,paciente,Agustina,Morcillo,1976-07-29,"Cañada de Fidela Benavente 23, Melilla, 05797",+34 927 78 78 14,,
53,administrativo,Julio,Santamaría,1962-07-22,"Alameda Clímaco Torrent 50, Ceuta, 09487",+34975 51 46 99,,
54,administrativo,Juanito,Hurtado,1975-04-16,"Ronda Eleuterio Barriga 238, Ceuta, 34424",+34841792134,,
55,paciente,Inmaculada,Bustamante,1961-11-06,"Pasaje Blanca Ávila 99 Puerta 1 , Cáceres, 08451",+34972 629 078,,
56,administrativo,Leyre,Miró,1988-05-25,"Plaza de Lisandro Ochoa 3, Cantabria, 28140",+34 881 155 793,,
57,doctor,Feliciana,Cisneros,1998-12-11,"Callejón de Adrián Paz 55, Teruel, 11009",+34 713 193 187,Dermatología,Consultorio 4
58,paciente,José Antonio,Pons,1962-11-26,"Rambla de Asdrubal Sebastián 29, Huelva, 31892",+34946 535 901,,
59,administrativo,Alicia,Llanos,1980-08-11,"Acceso de Cruz Naranjo 625 Piso 1 , Sevilla, 18791",+34972356139,,
60,administrativo,Adalberto,Lorenzo,2000-07-20,"Vial de Úrsula Fortuny 39, Granada, 31003",+34 923150885,,
61,paciente,Jessica,Cañas,1991-09-11,"Via Felipe Bautista 91, Cádiz, 24363",+34 800802646,,
62,paciente,Melchor,Pareja,1968-03-16,"Camino de Cristóbal Rozas 71, Segovia, 01288",+34 701 067 649,,
63,paciente,Carina,Costa,1989-11-24,"Ronda de Bárbara Flores 61, Ourense, 43384",+34800637208,,
64,administrativo,Angelino,Solsona,1988-03-03,"Paseo Victorino Alfaro 92, Girona, 28525",+34842768481,,
65,paciente,León,Ledesma,1967-11-04,"Calle de Samanta Acuña 92 Apt. 94 , Alicante, 35326",+34 921 66 86 82,,
66,paciente,Ismael,Gisbert,1958-12-17,"Camino de Crescencia Haro 596, Huesca, 09571",+34843485042,,
67,administrativo,Mar,Ibáñez,1947-07-07,"Pasaje Abel Álvaro 30 Piso 6 , Palencia, 27227",+34 902 90 99 26,,
68,administrativo,Rico,Valverde,1960-12-10,"Avenida Marita Sarmiento 94, Zaragoza, 42524",+34 964 896 244,,
69,doctor,Natanael,Oliveras,1995-09-04,"Calle de Amor Arroyo 86, Girona, 47539",+34880 642 840,Endocrinología,Consultorio 9
70,doctor,Evangelina,Melero,1977-12-08,"Avenida Mateo Grau 60, Huesca, 13912",+34821 131 776,Psiquiatría,Consultorio 10
71,paciente,Nacio,Rivera,2003-07-20,"Acceso de Lina Casals 87 Piso 3 , Melilla, 17824",+34900 50 81 49,,
72,administrativo,Olalla,Rocha,1959-10-19,"Cuesta de Edu Reina 76, Sevilla, 17135",+34 728 46 71 44,,
73,doctor,Juanita,Córdoba,1950-08-26,"Rambla Águeda Salinas 47, Huelva, 33205",+34 946 03 35 36,Traumatología,Consultorio 5
74,administrativo,Piedad,Vives,1951-07-27,"Rambla de Cipriano Nogueira 41 Puerta 9 , Pontevedra, 19579",+34974739599,,
75,administrativo,Leticia,Sarmiento,1976-05-25,"Acceso de Jose Ignacio González 10, Vizcaya, 39882",+34 730 12 01 34,,
76,paciente,Claudia,Ruano,2006-11-03,"Plaza Severo Gimeno 40 Puerta 5 , Granada, 35215",+34 964611868,,
77,administrativo,Chita,Cabrero,2001-04-06,"Rambla Marino Soto 283, Cáceres, 04160",+34842243017,,
78,administrativo,Delfina,Vilanova,1968-12-05,"Vial Gaspar Miró 65 Piso 7 , León, 28189",+34846 389 086,,
79,doctor,Azahara,Pera,1995-10-04,"Via Rosaura Fernández 77, La Coruña, 19200",+34 838543292,Gastroenterología,Consultorio 4
80,administrativo,Esperanza,Peñas,1987-03-11,"Callejón de Máximo Villegas 84, Madrid, 50725",+34 920948928,,
81,paciente,Daniela,Sales,1999-01-29,"Vial de Horacio Herranz 2, Ourense, 26350",+34 987203949,,
82,administrativo,Manuel,Casanova,1974-08-17,"Vial Encarna Martí 6, Valladolid, 09687",+34 924830262,,
83,paciente,Heraclio,Mulet,1948-12-28,"Vial Simón Aguiló 1 Piso 5 , Palencia, 01621",+34920 152 355,,
84,doctor,Rosalva,Barberá,1953-03-08,"Pasadizo de Charo Sala 84, Málaga, 16558",+34 727083902,Cardiología,Consultorio 7
85,paciente,Pascual,Manjón,1980-05-04,"Acceso Fanny Exposito 5, Zamora, 51434",+34 988 84 97 62,,
86,administrativo,Salud,Sabater,1993-05-10,"Paseo de Guillermo Pardo 10, Tarragona, 18601",+34945720009,,
87,administrativo,Claudio,Quintero,1973-12-25,"Camino Jorge Paz 4, Girona, 36438",+34 983 72 23 10,,
88,doctor,Venceslás,Calatayud,1960-07-23,"Acceso de Mireia Blanca 86 Piso 9 , Soria, 27232",+34 923 220 457,Psiquiatría,Consultorio 2
89,administrativo,Lorenza,Macías,1996-04-28,"Vial Seve Arnaiz 4 Puerta 5 , Vizcaya, 46330",+34 826 83 49 63,,
90,doctor,Graciela,Arana,1996-11-25,"Calle Tecla Miró 23 Puerta 6 , Guadalajara, 05262",+34973 702 197,Oncología,Consultorio 3
91,administrativo,Néstor,Peinado,1968-05-14,"Glorieta Evaristo Aragonés 7, Toledo, 41519",+34885040671,,
92,paciente,Socorro,Iñiguez,1987-04-16,"C. Ainoa Nebot 44, Zamora, 21502",+34941 374 781,,
93,doctor,Bernardino,Aranda,1966-12-16,"Ronda de Malena Manzano 779, Granada, 18380",+34 954200418,Oftalmología,Consultorio 9
94,paciente,José María,Donaire,1985-06-16,"Glorieta Yolanda Sotelo 77 Apt. 44 , Lleida, 02799",+34949 26 64 37,,
95,paciente,Evelia,Guerra,1955-09-14,"C. Javiera Rueda 19 Puerta 9 , Soria, 28102",+34 981 370 692,,
96,administrativo,Encarnación,Martí,1957-05-02,"Alameda de Rita Prieto 17 Piso 3 , Zamora, 49590",+34 885 995 915,,
97,administrativo,Ale,Rocha,1986-12-28,"Via de Aureliano Jurado 722, Castellón, 28915",+34949 362 893,,
98,paciente,Humberto,Busquets,2001-03-09,"Vial de Édgar Torrijos 70, Huesca, 31454",+34 946 541 988,,
99,paciente,Maribel,Solís,1989-01-17,"Calle Arcelia Pol 1 Apt. 54 , Tarragona, 30091",+34973 49 58 32,,
100,doctor,Jerónimo,Checa,1979-07-11,"Cuesta de Evangelina Rivas 79 Apt. 18 , Granada, 45629",+34 820 12 48 57,Urología,Consultorio 8
101,doctor,Bautista,Mayol,1981-08-01,"Paseo Cecilia Palacio 8, Granada, 47566",+34882316092,Oftalmología,Consultorio 1
102,doctor,Candela,Baeza,1955-07-12,"Urbanización de Lucio Figuerola 88, Tarragona, 46505",+34902031569,Gastroenterología,Consultorio 6
103,doctor,Sol,Lamas,1956-03-07,"Cuesta de Ruperto Escamilla 26 Puerta 1 , Las Palmas, 02188",+34 974601096,Endocrinología,Consultorio 6
104,paciente,Roque,Meléndez,1968-09-03,"Calle Jerónimo Vega 49 Apt. 84 , Las Palmas, 32630",+34 888792976,,
105,paciente,Adoración,Borrego,1994-08-28,"Via Virginia Gallart 37 Puerta 0 , Santa Cruz de Tenerife, 47142",+34 874 699 326,,
106,administrativo,Marisela,Flor,1959-12-23,"Pasaje Kike Batlle 25, León, 02347",+34 924 78 05 82,,
107,doctor,Pili,Rey,1982-05-30,"Glorieta de Eustaquio Vidal 1, Soria, 26441",+34945243143,Ginecología,Consultorio 9
108,doctor,Íñigo,Tello,1997-11-29,"Acceso Goyo Landa 722, Soria, 37880",+34 726 07 94 67,Gastroenterología,Consultorio 3
109,administrativo,Julio César,Maza,1985-03-25,"Vial de Lucio Iglesia 315, Teruel, 44460",+34 825761008,,
110,administrativo,Pastor,Santiago,1970-08-25,"Avenida Adelaida Pozuelo 26 Piso 8 , Burgos, 30195",+34 945179561,,
111,administrativo,Candelas,Gonzalo,1955-01-04,"Cañada Isaías Aragón 905, Girona, 32117",+34824 615 460,,
112,administrativo,Marcela,Lasa,1978-08-03,"Paseo de Manolo Casanovas 99 Puerta 6 , Burgos, 21809",+34876 24 34 95,,
113,doctor,Lorena,Aguilera,1974-03-14,"Pasaje de Lázaro Abellán 41, Cantabria, 26142",+34986 981 798,Cardiología,Consultorio 2
114,paciente,Priscila,Adán,1960-12-09,"Alameda Georgina González 4, Asturias, 27080",+34 922 87 84 07,,
115,paciente,Tiburcio,Fuentes,1950-01-08,"C. de Germán Chamorro 6, Ciudad, 41000",+34 921 40 09 02,,
116,doctor,Sebastian,Carrillo,1997-03-01,"Rambla Joaquina Fernandez 51, Barcelona, 01312",+34 983 238 561,Urología,Consultorio 6
117,paciente,Nicolás,Maza,1985-08-15,"Urbanización de Asunción Zaragoza 9, Pontevedra, 08397",+34944989496,,
118,administrativo,Leopoldo,Cortes,1973-11-22,"Callejón Dimas Palau 557 Apt. 30 , Jaén, 09253",+34978 18 45 67,,
119,administrativo,León,Cifuentes,1951-04-27,"Plaza de Eduardo Quesada 2, Zamora, 14853",+34800 41 32 39,,
120,paciente,Amaro,Aroca,1957-04-30,"Alameda de Nicolás Mayoral 70, La Coruña, 14552",+34841 648 283,,
121,doctor,Osvaldo,Requena,1997-03-06,"Cuesta Guiomar Salom 36 Piso 0 , Toledo, 22683",+34973 741 263,Cardiología,Consultorio 8
122,paciente,Alejo,Diego,1967-10-13,"Cuesta Rocío Gimeno 3 Apt. 07 , Madrid, 21031",+34 888 841 784,,
123,administrativo,Leandra,Novoa,1979-02-12,"Vial de Laura Palomo 33, Valladolid, 36249",+34 979 621 951,,
124,administrativo,Elisabet,Aguiló,1980-02-16,"Glorieta de Andrés Falcón 71 Puerta 0 , Cádiz, 21850",+34 973612998,,
125,paciente,Ruben,Terrón,1967-12-24,"Pasaje de Catalina Baró 1 Puerta 7 , Alicante, 20593",+34842 17 19 11,,
126,doctor,José Ángel,Andreu,1962-10-20,"Cañada de Graciana Raya 96, Huelva, 38244",+34824 46 49 20,Cardiología,Consultorio 10
127,paciente,Juliana,Navas,2000-11-02,"Cuesta de Calixto Escudero 95, Ourense, 47809",+34 981 80 82 42,,
128,paciente,Soraya,Caballero,1971-02-12,"Acceso de Paulino Revilla 49 Apt. 59 , Barcelona, 45725",+34 843 26 07 64,,
129,doctor,Mireia,Valbuena,2004-11-18,"Via Guadalupe Soler 55, Valladolid, 08924",+34874 521 811,Pediatría,Consultorio 2
130,doctor,Lorena,Bayo,1945-09-15,"Ronda Genoveva Toro 90, Murcia, 19168",+34874102567,Oftalmología,Consultorio 4
131,doctor,Ester,Alemany,1984-08-31,"Cañada Heriberto Carreras 297, Guadalajara, 16591",+34854 821 035,Pediatría,Consultorio 1
132,administrativo,Adelia,Vázquez,2003-04-23,"Plaza Javier Arnau 7 Puerta 2 , Zaragoza, 41479",+34880 051 086,,
133,administrativo,Rufino,Benítez,1968-06-11,"Cañada Galo Beltrán 83, Tarragona, 40853",+34902551611,,
134,administrativo,Camilo,Segura,1959-09-03,"Ronda Lorenza Gomila 951, Huesca, 08464",+34979890725,,
135,doctor,Encarnita,Abella,2007-03-16,"Rambla de Adalberto Valderrama 3, La Rioja, 37914",+34 882243566,Oncología,Consultorio 1
136,doctor,Fanny,González,1968-11-13,"Acceso de Marcio Vargas 3, Tarragona, 33907",+34980132317,Endocrinología,Consultorio 8
137,administrativo,Tadeo,Tolosa,1984-11-29,"Callejón Amelia Gómez 2 Apt. 77 , Jaén, 49841",+34923118891,,
138,doctor,Roque,Correa,1970-03-07,"Ronda de Íñigo Puig 8, León, 26610",+34828 080 398,Endocrinología,Consultorio 9
139,paciente,Chema,Aller,1992-06-27,"Calle de Gabriela Casanovas 46 Puerta 4 , Toledo, 06265",+34 826 971 021,,
140,administrativo,Iris,Bermudez,1945-07-29,"C. Ana Belén Llorente 67 Apt. 28 , Barcelona, 47959",+34901 153 031,,
141,doctor,Yéssica,Ramirez,1971-11-21,"Plaza Emilio Cadenas 298 Apt. 02 , Murcia, 10167",+34878254941,Endocrinología,Consultorio 8
142,paciente,Estefanía,Tomas,1949-12-16,"Avenida Rafa Domínguez 4, Girona, 05334",+34 823 213 065,,
143,paciente,Diego,Crespo,1984-11-08,"Acceso de Soledad Almeida 22 Apt. 23 , Granada, 26795",+34882 05 53 55,,
144,administrativo,Natanael,Perelló,1949-10-19,"Acceso Nico Sales 755 Puerta 4 , Barcelona, 14430",+34958 235 468,,
145,paciente,Cecilia,Carrillo,1966-06-12,"Via Silvia Hernández 98 Puerta 5 , Zaragoza, 17228",+34 877 32 55 54,,
146,paciente,Heraclio,Tomás,1992-12-14,"Plaza Dorita Alvarez 30, Navarra, 05193",+34 874 183 299,,
147,administrativo,Dafne,Soria,1963-01-06,"Avenida Eva Naranjo 65, Burgos, 09293",+34806 043 570,,
148,administrativo,Elena,Balaguer,1950-02-11,"Cuesta de Sonia Ariño 2, Jaén, 01343",+34985 65 63 89,,
149,paciente,Narciso,Pedro,1960-01-03,"Plaza Glauco Benito 87, Palencia, 47857",+34 900116806,,
150,doctor,Julio,Figuerola,1956-06-21,"Alameda Amaya Blanes 90, Málaga, 30191",+34 858 43 14 22,Oncología,Consultorio 3
151,doctor,Esteban,Piñol,1957-06-02,"Alameda Pili Verdú 81 Piso 4 , León, 32912",+34874783129,Oftalmología,Consultorio 4
152,paciente,Marco,Campos,1982-04-14,"Plaza de Amando Calvet 73, Huelva, 21058",+34 971928139,,
153,administrativo,Javier,Carvajal,1970-06-11,"Paseo de Amanda Olivera 79 Apt. 35 , Santa Cruz de Tenerife, 18016",+34642776155,,
154,administrativo,Telmo,Martin,1993-02-05,"Callejón Apolinar Ojeda 46, Ourense, 21199",+34902 73 04 36,,
155,paciente,Gil,Quero,1973-03-12,"Pasadizo de Vinicio Melero 7, Zaragoza, 22602",+34976 59 27 57,,
156,administrativo,Zaida,Salamanca,2000-07-24,"Plaza de Íñigo Trillo 2, Las Palmas, 28439",+34920 537 709,,
157,paciente,Alondra,Morán,1959-02-10,"Avenida de Lisandro Malo 7 Apt. 21 , Cádiz, 40703",+34 709860163,,
158,doctor,Encarnación,Villaverde,1982-12-03,"Camino Eusebio Segura 58, León, 24517",+34 982 51 29 06,Cardiología,Consultorio 9
159,administrativo,Sabina,Canals,1981-03-19,"Paseo de Renato Iñiguez 94 Piso 0 , Lleida, 29384",+34831 386 552,,
160,administrativo,Marc,Dominguez,1962-03-01,"Callejón Adolfo Martin 666 Piso 0 , Zaragoza, 19456",+34848 769 280,,
161,doctor,Raúl,Sebastián,1947-11-09,"Vial Danilo Vergara 620, Guadalajara, 38001",+34 986 69 52 79,Traumatología,Consultorio 4
162,paciente,Dolores,Roda,1996-12-28,"Acceso Modesto Batlle 21, Albacete, 24224",+34 823 314 967,,
163,administrativo,Beatriz,Malo,1958-12-30,"Paseo de Quirino Ayllón 65 Piso 4 , Valladolid, 03453",+34 936256635,,
164,administrativo,Ambrosio,Grande,1994-11-18,"Alameda de Pancho Badía 28 Puerta 6 , Burgos, 09424",+34 923 56 93 52,,
165,doctor,Prudencia,López,1955-12-29,"Glorieta de Trini Leon 699, Huelva, 20027",+34 885 961 640,Pediatría,Consultorio 2
166,doctor,Natalio,Luna,1993-08-23,"Cuesta Hermenegildo Mayo 65 Apt. 91 , Almería, 07433",+34948477010,Dermatología,Consultorio 8
167,doctor,Ainoa,Arranz,1979-01-17,"Rambla Clarisa Poza 86, Palencia, 21141",+34 874 33 04 39,Cardiología,Consultorio 5
168,paciente,Ramón,Perez,2004-01-21,"Pasaje de Rufino Domingo 98, Albacete, 14370",+34856613411,,
169,paciente,Brunilda,Lorenzo,1977-09-23,"Rambla Abilio Agudo 17 Puerta 5 , Cantabria, 16036",+34 927362239,,
170,paciente,Graciela,Ortiz,2005-05-25,"Cañada de Ramiro Yáñez 7, Toledo, 25261",+34 945 713 818,,
171,administrativo,Constanza,Águila,1952-08-13,"Rambla Plácido Matas 66 Piso 5 , Teruel, 36648",+34 945039286,,
172,administrativo,Buenaventura,Belda,1963-08-01,"Avenida de Gisela Villalonga 73, Huelva, 41987",+34 874 46 17 02,,
173,administrativo,Araceli,Rius,1982-06-01,"Cuesta de Ignacio Morillo 4 Apt. 56 , Granada, 31501",+34 846 94 72 95,,
174,paciente,Felipe,Sastre,1975-01-14,"Rambla de Nicolás Carballo 4 Piso 0 , Guipúzcoa, 22340",+34 875856659,,
175,administrativo,Amancio,Borrás,1967-01-10,"Calle de Alicia Cervantes 93, Cuenca, 06493",+34 980 99 14 29,,
176,administrativo,Elba,Mateu,1950-10-26,"Vial de Jeremías Correa 65, León, 42539",+34 807939886,,
177,paciente,Jaime,Chaparro,1996-07-31,"Calle Rafa Benavent 61 Piso 8 , Zamora, 51668",+34876 820 185,,
178,paciente,Carmen,Alfaro,1958-01-04,"Glorieta Melania Benet 74, Huesca, 28842",+34 900 352 869,,
179,administrativo,Alejandro,Zamorano,2004-11-28,"Rambla de Melania Flores 2, Ávila, 21550",+34871233049,,
180,doctor,Juan Carlos,Méndez,1991-01-09,"Rambla Sandra Vera 17, Salamanca, 21103",+34844 66 63 29,Endocrinología,Consultorio 4
181,administrativo,Calixto,Atienza,1982-11-15,"Plaza de Trinidad Luque 510, Cuenca, 50078",+34821 39 30 48,,
182,doctor,Griselda,Arenas,1962-06-14,"Vial Beatriz Palomar 12 Apt. 98 , Soria, 48616",+34 882 982 704,Urología,Consultorio 3
183,paciente,Carolina,Roma,1967-04-06,"Cañada Marcela Menendez 431, Cáceres, 42815",+34 977891683,,
184,administrativo,Juanita,Fernández,1965-03-20,"Pasadizo de Noemí Pujol 54, Zaragoza, 30322",+34901659819,,
185,administrativo,Bibiana,Castellanos,1945-06-02,"Glorieta de Lilia Figueras 33 Puerta 6 , Huelva, 46155",+34 827070130,,
186,administrativo,Ximena,Alberdi,1991-02-14,"Plaza Celso Crespo 500, Baleares, 30174",+34841648653,,
187,administrativo,Santos,Andres,1949-12-25,"Pasadizo Albina Salvador 40, Asturias, 44520",+34 843 890 455,,
188,administrativo,Calista,Cueto,1989-08-30,"Acceso Teófilo Valdés 7, Lleida, 16769",+34 835 43 64 28,,
189,administrativo,Alonso,Balaguer,1997-12-20,"Plaza de Edelmira Gallardo 7 Piso 4 , Alicante, 51899",+34821 43 19 02,,
190,paciente,Clementina,Conde,1974-11-07,"Vial Rosalina Peña 13, Valencia, 51675",+34 856377279,,
191,doctor,Eulalia,Raya,2005-08-03,"Alameda de Natanael Prada 85, Guipúzcoa, 47836",+34 879 026 318,Psiquiatría,Consultorio 4
192,administrativo,Macarena,Cárdenas,2003-08-07,"Alameda de Jacinto Juárez 2 Puerta 8 , La Rioja, 11066",+34843 90 39 90,,
193,administrativo,Catalina,Samper,1953-11-18,"Alameda Ignacia Marquez 36 Piso 9 , Segovia, 10285",+34941 335 159,,
194,paciente,Victor Manuel,Rosell,1954-02-24,"Via de Martín Fernandez 137 Puerta 6 , Ciudad, 44742",+34873298808,,
195,paciente,Julie,Gomez,1975-04-08,"Camino de Baltasar Barrera 67 Piso 3 , Castellón, 42783",+34876 589 022,,
196,doctor,Graciana,Abril,2002-12-07,"Ronda de Montserrat Almazán 72, Burgos, 17623",+34975398490,Neurología,Consultorio 10
197,paciente,Goyo,Ordóñez,1997-11-10,"Vial de Moisés Pino 79 Apt. 72 , Asturias, 21503",+34 845259243,,
198,doctor,Teodoro,Salom,1971-10-09,"Plaza de Óscar Valls 89, Alicante, 22061",+34 947182908,Pediatría,Consultorio 7
199,administrativo,Francisca,Marí,1977-12-22,"Alameda Verónica Goñi 81 Piso 6 , Murcia, 06839",+34 813988664,,
200,doctor,Josefa,Marín,1966-02-14,"Urbanización de Antonio Castilla 99, León, 16486",+34985589294,Neurología,Consultorio 7
201,doctor,Débora,Pareja,1954-06-10,"Callejón de Genoveva Ángel 32 Piso 8 , Barcelona, 32185",+34988 47 23 93,Pediatría,Consultorio 9
202,doctor,Macario,Flor,1966-08-15,"Urbanización Juan José Baró 8, Guipúzcoa, 21491",+34874 63 92 27,Pediatría,Consultorio 6
203,paciente,Manolo,Fuente,1980-12-16,"Paseo Berta Alemán 22 Puerta 2 , Sevilla, 43778",+34807 231 304,,
204,paciente,Norberto,Grande,1961-11-04,"Vial de Anna Querol 5, Murcia, 29659",+34807528056,,
205,doctor,Guadalupe,Sanmiguel,1968-03-09,"Avenida Milagros Font 697, Navarra, 19184",+34852 49 84 28,Neurología,Consultorio 1
206,paciente,Luna,Pozuelo,1993-11-08,"Urbanización de Salomón Amores 63, Castellón, 44310",+34 844 787 993,,
207,paciente,Yaiza,Flores,1983-11-18,"Camino de Amaro Valls 521 Apt. 06 , Ciudad, 17124",+34 984 72 10 31,,
208,doctor,Lucía,Amor,1962-10-18,"Rambla Isidro Ropero 84, Valladolid, 09312",+34 878 692 324,Endocrinología,Consultorio 4
